Model,MSO2024B
Firmware Version,1.56

Point Format,Y,,,
Horizontal Units,S,,,
Horizontal Scale,0.4,,,
Sample Interval,3.2e-05,,,
Filter Frequency,2e+08,,,
Record Length,125000,,,
Gating,0.0% to 100.0%,,0.0% to 100.0%,
Probe Attenuation,10,,10,
Vertical Units,V,,V,
Vertical Offset,0,,0,
Vertical Scale,2,,2,
Label,,,,
TIME,CH1,CH1 Peak Detect,CH2,CH2 Peak Detect
9.80864e-01,0.64,0.88,0.76,1
9.80896e-01,0.64,0.56,0.76,0.6
9.80928e-01,0.64,0.72,0.76,0.84
9.80960e-01,0.64,0.56,0.68,0.68
9.80992e-01,0.64,0.72,0.76,0.84
9.81024e-01,0.64,0.24,0.76,0.36
9.81056e-01,0.64,0.8,0.76,1
9.81088e-01,0.64,0.56,0.76,0.6
9.81120e-01,0.64,0.72,0.76,0.84
9.81152e-01,0.64,0.24,0.76,0.36
9.81184e-01,0.64,0.8,0.76,1
9.81216e-01,0.64,0.56,0.76,0.68
9.81248e-01,0.64,0.72,0.68,0.84
9.81280e-01,0.64,0.56,0.76,0.68
9.81312e-01,0.56,0.8,0.68,0.92
9.81344e-01,0.64,0.16,0.76,0.28
9.81376e-01,0.64,0.88,0.76,1
9.81408e-01,0.56,0.56,0.68,0.68
9.81440e-01,0.64,0.72,0.76,0.84
9.81472e-01,0.64,0.56,0.76,0.68
9.81504e-01,0.56,0.72,0.76,0.84
9.81536e-01,0.64,0.16,0.68,0.28
9.81568e-01,0.64,0.88,0.76,1
9.81600e-01,0.64,0.56,0.76,0.68
9.81632e-01,0.64,0.72,0.76,0.84
9.81664e-01,0.64,0.56,0.76,0.6
9.81696e-01,0.64,0.72,0.76,0.84
9.81728e-01,0.64,0.16,0.68,0.28
9.81760e-01,0.64,0.88,0.68,1
9.81792e-01,0.64,0.48,0.76,0.6
9.81824e-01,0.64,0.8,0.76,0.84
9.81856e-01,0.64,0.24,0.76,0.36
9.81888e-01,0.64,0.8,0.76,0.92
9.81920e-01,0.64,0.56,0.76,0.68
9.81952e-01,0.64,0.72,0.76,0.84
9.81984e-01,0.64,0.56,0.76,0.68
9.82016e-01,0.64,0.72,0.76,0.84
9.82048e-01,0.64,0.24,0.68,0.36
9.82080e-01,0.64,0.88,0.76,0.92
9.82112e-01,0.64,0.56,0.76,0.6
9.82144e-01,0.64,0.72,0.76,0.84
9.82176e-01,0.64,0.56,0.68,0.68
9.82208e-01,0.64,0.72,0.76,0.84
9.82240e-01,0.64,0.24,0.76,0.28
9.82272e-01,0.64,0.8,0.76,1
9.82304e-01,0.64,0.48,0.76,0.6
9.82336e-01,0.64,0.72,0.76,0.84
9.82368e-01,0.64,0.56,0.76,0.68
9.82400e-01,0.64,0.72,0.76,0.84
9.82432e-01,0.64,0.16,0.76,0.28
9.82464e-01,0.64,0.88,0.76,1
9.82496e-01,0.56,0.56,0.76,0.68
9.82528e-01,0.64,0.72,0.76,0.84
9.82560e-01,0.64,0.16,0.76,0.28
9.82592e-01,0.64,0.88,0.76,1
9.82624e-01,0.64,0.56,0.76,0.68
9.82656e-01,0.64,0.72,0.76,0.84
9.82688e-01,0.64,0.56,0.76,0.6
9.82720e-01,0.64,0.72,0.68,0.84
9.82752e-01,0.64,0.24,0.76,0.36
9.82784e-01,0.64,0.8,0.76,0.92
9.82816e-01,0.64,0.48,0.76,0.6
9.82848e-01,0.64,0.8,0.76,0.84
9.82880e-01,0.56,0.56,0.6,0.6
9.82912e-01,0.64,0.72,0.68,0.84
9.82944e-01,0.64,0.24,0.76,0.28
9.82976e-01,0.56,0.8,0.68,1
9.83008e-01,0.64,0.48,0.76,0.68
9.83040e-01,0.64,0.72,0.68,0.84
9.83072e-01,0.64,0.48,0.76,0.6
9.83104e-01,0.64,0.8,0.76,0.84
9.83136e-01,0.64,0.16,0.76,0.28
9.83168e-01,0.64,0.88,0.76,1
9.83200e-01,0.64,0.56,0.76,0.68
9.83232e-01,0.64,0.72,0.76,0.84
9.83264e-01,0.64,0.16,0.76,0.28
9.83296e-01,0.64,0.8,0.76,1
9.83328e-01,0.64,0.48,0.68,0.6
9.83360e-01,0.64,0.8,0.76,0.84
9.83392e-01,0.64,0.56,0.76,0.68
9.83424e-01,0.56,0.72,0.76,0.84
9.83456e-01,0.64,0.16,0.76,0.36
9.83488e-01,0.64,0.88,0.76,1
9.83520e-01,0.56,0.48,0.76,0.68
9.83552e-01,0.64,0.72,0.76,0.84
9.83584e-01,0.64,0.48,0.76,0.6
9.83616e-01,0.56,0.8,0.68,0.84
9.83648e-01,0.64,0.24,0.76,0.36
9.83680e-01,0.64,0.88,0.68,0.92
9.83712e-01,0.64,0.56,0.76,0.68
9.83744e-01,0.64,0.72,0.76,0.84
9.83776e-01,0.64,0.48,0.76,0.68
9.83808e-01,0.64,0.72,0.68,0.84
9.83840e-01,0.56,0.16,0.76,0.36
9.83872e-01,0.72,0.8,0.76,0.92
9.83904e-01,0.64,0.56,0.76,0.6
9.83936e-01,0.64,0.72,0.76,0.84
9.83968e-01,0.64,0.16,0.76,0.28
9.84000e-01,0.56,0.88,0.76,1
9.84032e-01,0.64,0.48,0.68,0.6
9.84064e-01,0.64,0.72,0.76,0.84
9.84096e-01,0.64,0.48,0.68,0.6
9.84128e-01,0.64,0.8,0.76,0.84
9.84160e-01,0.64,0.16,0.76,0.36
9.84192e-01,0.56,0.88,0.76,1
9.84224e-01,0.56,0.56,0.68,0.68
9.84256e-01,0.64,0.72,0.76,0.84
9.84288e-01,0.64,0.48,0.68,0.68
9.84320e-01,0.64,0.72,0.76,0.84
9.84352e-01,0.64,0.16,0.76,0.36
9.84384e-01,0.64,0.88,0.76,1
9.84416e-01,0.64,0.56,0.76,0.68
9.84448e-01,0.64,0.72,0.68,0.84
9.84480e-01,0.64,0.56,0.76,0.68
9.84512e-01,0.64,0.72,0.76,0.84
9.84544e-01,0.64,0.24,0.76,0.28
9.84576e-01,0.64,0.8,0.76,0.92
9.84608e-01,0.64,0.48,0.76,0.6
9.84640e-01,0.64,0.72,0.84,0.84
9.84672e-01,0.64,0.24,0.68,0.28
9.84704e-01,0.64,0.8,0.76,1
9.84736e-01,0.56,0.48,0.76,0.6
9.84768e-01,0.56,0.72,0.76,0.84
9.84800e-01,0.64,0.48,0.68,0.68
9.84832e-01,0.64,0.72,0.68,0.84
9.84864e-01,0.64,0.16,0.76,0.28
9.84896e-01,0.64,0.88,0.76,1
9.84928e-01,0.64,0.48,0.76,0.6
9.84960e-01,0.64,0.72,0.76,0.84
9.84992e-01,0.64,0.56,0.84,0.68
9.85024e-01,0.64,0.72,0.76,0.84
9.85056e-01,0.64,0.16,0.76,0.36
9.85088e-01,0.64,0.8,0.76,1
9.85120e-01,0.64,0.48,0.68,0.6
9.85152e-01,0.64,0.8,0.76,0.84
9.85184e-01,0.64,0.56,0.76,0.68
9.85216e-01,0.64,0.72,0.76,0.84
9.85248e-01,0.64,0.16,0.76,0.36
9.85280e-01,0.64,0.8,0.76,1
9.85312e-01,0.64,0.48,0.76,0.68
9.85344e-01,0.64,0.72,0.76,0.84
9.85376e-01,0.56,0.48,0.76,0.68
9.85408e-01,0.64,0.8,0.76,0.84
9.85440e-01,0.56,0.16,0.76,0.36
9.85472e-01,0.64,0.8,0.68,0.92
9.85504e-01,0.56,0.48,0.76,0.6
9.85536e-01,0.64,0.72,0.76,0.84
9.85568e-01,0.64,0.24,0.68,0.36
9.85600e-01,0.64,0.8,0.76,1
9.85632e-01,0.64,0.48,0.76,0.68
9.85664e-01,0.64,0.72,0.76,0.84
9.85696e-01,0.56,0.56,0.76,0.68
9.85728e-01,0.56,0.72,0.76,0.84
9.85760e-01,0.56,0.16,0.76,0.28
9.85792e-01,0.64,0.8,0.76,1
9.85824e-01,0.64,0.48,0.76,0.68
9.85856e-01,0.56,0.72,0.76,0.84
9.85888e-01,0.64,0.48,0.76,0.6
9.85920e-01,0.64,0.8,0.76,0.84
9.85952e-01,0.64,0.16,0.76,0.36
9.85984e-01,0.64,0.88,0.76,1
9.86016e-01,0.56,0.48,0.76,0.68
9.86048e-01,0.56,0.72,0.76,0.84
9.86080e-01,0.56,0.48,0.76,0.68
9.86112e-01,0.64,0.72,0.76,0.84
9.86144e-01,0.56,0.16,0.76,0.36
9.86176e-01,0.64,0.8,0.76,1
9.86208e-01,0.64,0.48,0.76,0.68
9.86240e-01,0.64,0.72,0.76,0.84
9.86272e-01,0.64,0.16,0.76,0.36
9.86304e-01,0.56,0.8,0.76,1
9.86336e-01,0.64,0.48,0.76,0.68
9.86368e-01,0.64,0.72,0.76,0.92
9.86400e-01,0.64,0.48,0.76,0.68
9.86432e-01,0.56,0.72,0.76,0.92
9.86464e-01,0.56,0.24,0.76,0.28
9.86496e-01,0.56,0.8,0.76,1
9.86528e-01,0.64,0.48,0.76,0.68
9.86560e-01,0.64,0.72,0.76,0.84
9.86592e-01,0.64,0.48,0.76,0.68
9.86624e-01,0.64,0.72,0.76,0.84
9.86656e-01,0.64,0.16,0.76,0.28
9.86688e-01,0.64,0.88,0.76,1
9.86720e-01,0.56,0.56,0.76,0.68
9.86752e-01,0.56,0.72,0.76,0.84
9.86784e-01,0.56,0.48,0.76,0.68
9.86816e-01,0.56,0.72,0.76,0.84
9.86848e-01,0.56,0.16,0.76,0.36
9.86880e-01,0.64,0.8,0.76,1
9.86912e-01,0.64,0.48,0.76,0.68
9.86944e-01,0.56,0.72,0.76,0.92
9.86976e-01,0.56,0.24,0.76,0.36
9.87008e-01,0.64,0.8,0.76,1
9.87040e-01,0.64,0.48,0.76,0.68
9.87072e-01,0.64,0.72,0.76,0.84
9.87104e-01,0.64,0.48,0.76,0.68
9.87136e-01,0.64,0.72,0.76,0.84
9.87168e-01,0.64,0.24,0.76,0.28
9.87200e-01,0.64,0.8,0.76,0.92
9.87232e-01,0.56,0.48,0.76,0.68
9.87264e-01,0.64,0.72,0.76,0.84
9.87296e-01,0.64,0.48,0.76,0.68
9.87328e-01,0.56,0.72,0.76,0.92
9.87360e-01,0.64,0.16,0.76,0.28
9.87392e-01,0.64,0.8,0.76,1
9.87424e-01,0.64,0.48,0.76,0.6
9.87456e-01,0.64,0.72,0.76,0.84
9.87488e-01,0.56,0.48,0.76,0.68
9.87520e-01,0.56,0.72,0.76,0.84
9.87552e-01,0.64,0.16,0.76,0.36
9.87584e-01,0.56,0.8,0.76,1
9.87616e-01,0.64,0.48,0.76,0.68
9.87648e-01,0.64,0.72,0.76,0.84
9.87680e-01,0.64,0.16,0.76,0.36
9.87712e-01,0.64,0.88,0.76,1
9.87744e-01,0.56,0.48,0.76,0.6
9.87776e-01,0.56,0.72,0.76,0.84
9.87808e-01,0.64,0.48,0.76,0.68
9.87840e-01,0.64,0.72,0.76,0.84
9.87872e-01,0.64,0.16,0.76,0.36
9.87904e-01,0.64,0.8,0.76,1
9.87936e-01,0.64,0.48,0.68,0.68
9.87968e-01,0.64,0.72,0.76,0.84
9.88000e-01,0.64,0.56,0.68,0.6
9.88032e-01,0.56,0.72,0.76,0.92
9.88064e-01,0.56,0.16,0.76,0.28
9.88096e-01,0.64,0.8,0.76,1
9.88128e-01,0.64,0.48,0.76,0.68
9.88160e-01,0.64,0.72,0.76,0.92
9.88192e-01,0.64,0.48,0.76,0.68
9.88224e-01,0.64,0.72,0.76,0.92
9.88256e-01,0.56,0.16,0.76,0.28
9.88288e-01,0.56,0.8,0.68,1
9.88320e-01,0.64,0.48,0.76,0.68
9.88352e-01,0.64,0.72,0.84,0.84
9.88384e-01,0.56,0.16,0.76,0.28
9.88416e-01,0.64,0.8,0.76,1
9.88448e-01,0.64,0.48,0.76,0.6
9.88480e-01,0.64,0.72,0.76,0.92
9.88512e-01,0.56,0.48,0.68,0.68
9.88544e-01,0.56,0.72,0.76,0.84
9.88576e-01,0.56,0.16,0.76,0.36
9.88608e-01,0.64,0.8,0.76,1
9.88640e-01,0.56,0.48,0.76,0.6
9.88672e-01,0.64,0.72,0.76,0.84
9.88704e-01,0.56,0.48,0.76,0.68
9.88736e-01,0.64,0.72,0.76,0.92
9.88768e-01,0.64,0.16,0.76,0.36
9.88800e-01,0.64,0.8,0.76,1
9.88832e-01,0.56,0.48,0.76,0.68
9.88864e-01,0.56,0.72,0.76,0.92
9.88896e-01,0.64,0.48,0.76,0.6
9.88928e-01,0.64,0.72,0.68,0.92
9.88960e-01,0.64,0.24,0.76,0.36
9.88992e-01,0.56,0.8,0.76,1
9.89024e-01,0.56,0.48,0.76,0.68
9.89056e-01,0.64,0.72,0.76,0.92
9.89088e-01,0.56,0.48,0.76,0.68
9.89120e-01,0.56,0.64,0.76,0.84
9.89152e-01,0.64,0.24,0.76,0.36
9.89184e-01,0.56,0.8,0.76,1
9.89216e-01,0.64,0.48,0.68,0.68
9.89248e-01,0.56,0.72,0.76,0.84
9.89280e-01,0.56,0.16,0.76,0.36
9.89312e-01,0.56,0.8,0.76,1
9.89344e-01,0.64,0.48,0.76,0.68
9.89376e-01,0.56,0.64,0.76,0.84
9.89408e-01,0.56,0.48,0.76,0.6
9.89440e-01,0.56,0.72,0.76,0.84
9.89472e-01,0.64,0.16,0.76,0.28
9.89504e-01,0.64,0.88,0.76,1
9.89536e-01,0.56,0.48,0.76,0.68
9.89568e-01,0.64,0.72,0.76,0.84
9.89600e-01,0.56,0.48,0.76,0.68
9.89632e-01,0.56,0.72,0.84,0.92
9.89664e-01,0.64,0.24,0.76,0.36
9.89696e-01,0.64,0.8,0.76,1
9.89728e-01,0.56,0.48,0.76,0.68
9.89760e-01,0.64,0.72,0.76,0.84
9.89792e-01,0.64,0.48,0.76,0.68
9.89824e-01,0.64,0.72,0.76,0.92
9.89856e-01,0.56,0.24,0.76,0.36
9.89888e-01,0.56,0.8,0.76,0.92
9.89920e-01,0.56,0.48,0.68,0.6
9.89952e-01,0.56,0.72,0.68,0.92
9.89984e-01,0.56,0.16,0.76,0.36
9.90016e-01,0.56,0.88,0.76,1
9.90048e-01,0.56,0.48,0.76,0.68
9.90080e-01,0.64,0.64,0.76,0.84
9.90112e-01,0.56,0.48,0.76,0.68
9.90144e-01,0.64,0.72,0.76,0.84
9.90176e-01,0.64,0.08,0.76,0.36
9.90208e-01,0.56,0.8,0.76,1
9.90240e-01,0.64,0.48,0.76,0.68
9.90272e-01,0.64,0.72,0.76,0.92
9.90304e-01,0.56,0.48,0.76,0.68
9.90336e-01,0.56,0.72,0.76,0.84
9.90368e-01,0.56,0.16,0.76,0.36
9.90400e-01,0.56,0.8,0.76,1
9.90432e-01,0.64,0.48,0.76,0.6
9.90464e-01,0.56,0.72,0.76,0.92
9.90496e-01,0.64,0.48,0.68,0.68
9.90528e-01,0.64,0.72,0.76,0.84
9.90560e-01,0.56,0.16,0.76,0.28
9.90592e-01,0.64,0.88,0.76,1
9.90624e-01,0.56,0.48,0.76,0.68
9.90656e-01,0.56,0.64,0.76,0.92
9.90688e-01,0.64,0.24,0.76,0.36
9.90720e-01,0.56,0.8,0.76,1
9.90752e-01,0.64,0.48,0.76,0.6
9.90784e-01,0.64,0.72,0.76,0.92
9.90816e-01,0.64,0.48,0.76,0.68
9.90848e-01,0.56,0.72,0.76,0.92
9.90880e-01,0.56,0.16,0.76,0.36
9.90912e-01,0.56,0.8,0.76,1
9.90944e-01,0.64,0.48,0.76,0.68
9.90976e-01,0.56,0.72,0.76,0.84
9.91008e-01,0.56,0.48,0.76,0.68
9.91040e-01,0.64,0.72,0.76,0.92
9.91072e-01,0.56,0.16,0.76,0.36
9.91104e-01,0.56,0.8,0.76,1
9.91136e-01,0.56,0.48,0.76,0.68
9.91168e-01,0.56,0.64,0.76,0.84
9.91200e-01,0.56,0.48,0.76,0.68
9.91232e-01,0.56,0.72,0.76,0.84
9.91264e-01,0.56,0.16,0.76,0.36
9.91296e-01,0.56,0.8,0.76,1
9.91328e-01,0.64,0.48,0.76,0.68
9.91360e-01,0.56,0.72,0.76,0.84
9.91392e-01,0.56,0.16,0.76,0.36
9.91424e-01,0.56,0.8,0.76,0.92
9.91456e-01,0.64,0.48,0.76,0.68
9.91488e-01,0.56,0.72,0.76,0.92
9.91520e-01,0.56,0.48,0.76,0.6
9.91552e-01,0.56,0.72,0.76,0.92
9.91584e-01,0.56,0.16,0.76,0.36
9.91616e-01,0.56,0.8,0.76,0.92
9.91648e-01,0.56,0.48,0.76,0.68
9.91680e-01,0.56,0.72,0.76,0.84
9.91712e-01,0.56,0.48,0.76,0.68
9.91744e-01,0.56,0.72,0.76,0.92
9.91776e-01,0.56,0.16,0.76,0.36
9.91808e-01,0.56,0.8,0.76,1
9.91840e-01,0.56,0.48,0.76,0.68
9.91872e-01,0.56,0.64,0.76,0.84
9.91904e-01,0.56,0.48,0.76,0.68
9.91936e-01,0.64,0.72,0.76,0.92
9.91968e-01,0.56,0.16,0.76,0.36
9.92000e-01,0.56,0.8,0.76,1
9.92032e-01,0.56,0.48,0.76,0.68
9.92064e-01,0.64,0.72,0.84,0.92
9.92096e-01,0.56,0.16,0.76,0.36
9.92128e-01,0.56,0.8,0.76,1
9.92160e-01,0.56,0.48,0.76,0.68
9.92192e-01,0.56,0.72,0.76,0.92
9.92224e-01,0.64,0.48,0.76,0.68
9.92256e-01,0.64,0.72,0.76,0.84
9.92288e-01,0.56,0.24,0.68,0.36
9.92320e-01,0.56,0.8,0.76,0.92
9.92352e-01,0.56,0.48,0.76,0.68
9.92384e-01,0.56,0.64,0.76,0.84
9.92416e-01,0.56,0.48,0.76,0.68
9.92448e-01,0.56,0.64,0.76,0.92
9.92480e-01,0.56,0.16,0.76,0.36
9.92512e-01,0.64,0.8,0.76,1
9.92544e-01,0.56,0.48,0.76,0.68
9.92576e-01,0.56,0.72,0.76,0.84
9.92608e-01,0.56,0.48,0.76,0.68
9.92640e-01,0.56,0.64,0.76,0.84
9.92672e-01,0.56,0.08,0.76,0.28
9.92704e-01,0.56,0.8,0.76,1
9.92736e-01,0.56,0.48,0.76,0.68
9.92768e-01,0.56,0.72,0.76,0.92
9.92800e-01,0.56,0.48,0.76,0.68
9.92832e-01,0.56,0.72,0.68,0.84
9.92864e-01,0.56,0.08,0.76,0.28
9.92896e-01,0.56,0.8,0.76,1
9.92928e-01,0.56,0.48,0.76,0.68
9.92960e-01,0.56,0.72,0.84,0.84
9.92992e-01,0.56,0.08,0.76,0.36
9.93024e-01,0.56,0.8,0.76,1
9.93056e-01,0.64,0.48,0.76,0.68
9.93088e-01,0.56,0.72,0.76,0.84
9.93120e-01,0.56,0.48,0.76,0.68
9.93152e-01,0.56,0.72,0.76,0.92
9.93184e-01,0.56,0.16,0.76,0.36
9.93216e-01,0.64,0.8,0.76,1
9.93248e-01,0.56,0.48,0.76,0.68
9.93280e-01,0.56,0.72,0.76,0.92
9.93312e-01,0.56,0.48,0.76,0.68
9.93344e-01,0.56,0.72,0.76,0.84
9.93376e-01,0.56,0.24,0.76,0.36
9.93408e-01,0.56,0.8,0.76,1
9.93440e-01,0.56,0.48,0.76,0.68
9.93472e-01,0.56,0.72,0.76,0.92
9.93504e-01,0.56,0.48,0.76,0.68
9.93536e-01,0.56,0.72,0.76,0.92
9.93568e-01,0.56,0.16,0.76,0.36
9.93600e-01,0.56,0.8,0.76,1
9.93632e-01,0.56,0.48,0.76,0.68
9.93664e-01,0.56,0.64,0.76,0.84
9.93696e-01,0.56,0.16,0.76,0.36
9.93728e-01,0.56,0.8,0.76,1
9.93760e-01,0.56,0.48,0.76,0.6
9.93792e-01,0.56,0.72,0.76,0.92
9.93824e-01,0.56,0.48,0.76,0.68
9.93856e-01,0.56,0.64,0.76,0.84
9.93888e-01,0.56,0.16,0.76,0.36
9.93920e-01,0.56,0.8,0.76,1
9.93952e-01,0.56,0.48,0.76,0.6
9.93984e-01,0.56,0.64,0.76,0.84
9.94016e-01,0.56,0.48,0.76,0.68
9.94048e-01,0.56,0.64,0.76,0.92
9.94080e-01,0.56,0.24,0.84,0.36
9.94112e-01,0.64,0.8,0.76,1
9.94144e-01,0.56,0.48,0.76,0.68
9.94176e-01,0.56,0.72,0.76,0.92
9.94208e-01,0.56,0.48,0.76,0.68
9.94240e-01,0.56,0.64,0.76,0.92
9.94272e-01,0.56,0.16,0.76,0.36
9.94304e-01,0.56,0.72,0.76,1
9.94336e-01,0.56,0.48,0.76,0.68
9.94368e-01,0.56,0.64,0.76,0.92
9.94400e-01,0.56,0.08,0.76,0.28
9.94432e-01,0.56,0.8,0.76,1
9.94464e-01,0.56,0.48,0.76,0.68
9.94496e-01,0.56,0.64,0.76,0.84
9.94528e-01,0.56,0.48,0.76,0.68
9.94560e-01,0.56,0.72,0.76,0.92
9.94592e-01,0.56,0.16,0.76,0.36
9.94624e-01,0.56,0.8,0.76,1
9.94656e-01,0.56,0.48,0.76,0.68
9.94688e-01,0.56,0.64,0.76,0.84
9.94720e-01,0.56,0.48,0.76,0.68
9.94752e-01,0.64,0.64,0.76,0.92
9.94784e-01,0.56,0.16,0.68,0.36
9.94816e-01,0.56,0.8,0.76,1
9.94848e-01,0.56,0.48,0.76,0.68
9.94880e-01,0.56,0.72,0.76,0.92
9.94912e-01,0.56,0.48,0.76,0.68
9.94944e-01,0.56,0.64,0.76,0.92
9.94976e-01,0.56,0.16,0.76,0.36
9.95008e-01,0.64,0.8,0.76,1
9.95040e-01,0.56,0.48,0.76,0.68
9.95072e-01,0.56,0.72,0.76,0.92
9.95104e-01,0.56,0.16,0.76,0.36
9.95136e-01,0.56,0.8,0.76,1
9.95168e-01,0.56,0.48,0.76,0.68
9.95200e-01,0.56,0.64,0.76,0.92
9.95232e-01,0.56,0.48,0.76,0.68
9.95264e-01,0.64,0.64,0.76,0.92
9.95296e-01,0.56,0.08,0.76,0.28
9.95328e-01,0.56,0.8,0.84,1
9.95360e-01,0.56,0.48,0.76,0.68
9.95392e-01,0.56,0.64,0.76,0.92
9.95424e-01,0.56,0.48,0.76,0.68
9.95456e-01,0.56,0.64,0.76,0.92
9.95488e-01,0.56,0.08,0.76,0.36
9.95520e-01,0.64,0.8,0.76,1
9.95552e-01,0.56,0.48,0.76,0.68
9.95584e-01,0.64,0.72,0.76,0.92
9.95616e-01,0.56,0.48,0.76,0.68
9.95648e-01,0.56,0.64,0.76,0.92
9.95680e-01,0.56,0.08,0.76,0.36
9.95712e-01,0.56,0.8,0.84,1
9.95744e-01,0.56,0.48,0.76,0.68
9.95776e-01,0.56,0.64,0.76,0.92
9.95808e-01,0.56,0.16,0.76,0.36
9.95840e-01,0.56,0.8,0.76,1
9.95872e-01,0.56,0.48,0.84,0.68
9.95904e-01,0.56,0.72,0.84,0.92
9.95936e-01,0.56,0.48,0.76,0.68
9.95968e-01,0.56,0.64,0.76,0.92
9.96000e-01,0.56,0.16,0.76,0.36
9.96032e-01,0.56,0.72,0.76,1
9.96064e-01,0.56,0.48,0.76,0.6
9.96096e-01,0.56,0.72,0.76,0.92
9.96128e-01,0.64,0.48,0.76,0.68
9.96160e-01,0.56,0.64,0.76,0.92
9.96192e-01,0.56,0.08,0.76,0.36
9.96224e-01,0.56,0.8,0.76,1
9.96256e-01,0.56,0.48,0.76,0.68
9.96288e-01,0.64,0.64,0.76,0.92
9.96320e-01,0.56,0.48,0.76,0.68
9.96352e-01,0.48,0.72,0.76,0.92
9.96384e-01,0.56,0.16,0.76,0.36
9.96416e-01,0.56,0.8,0.76,1
9.96448e-01,0.56,0.48,0.76,0.68
9.96480e-01,0.56,0.64,0.76,0.92
9.96512e-01,0.56,0.48,0.76,0.68
9.96544e-01,0.56,0.64,0.76,0.92
9.96576e-01,0.56,0.08,0.76,0.36
9.96608e-01,0.56,0.8,0.76,1
9.96640e-01,0.56,0.48,0.76,0.68
9.96672e-01,0.56,0.64,0.76,0.84
9.96704e-01,0.56,0.16,0.76,0.36
9.96736e-01,0.56,0.72,0.76,1
9.96768e-01,0.56,0.48,0.76,0.68
9.96800e-01,0.56,0.64,0.76,0.92
9.96832e-01,0.56,0.48,0.76,0.68
9.96864e-01,0.56,0.72,0.76,0.92
9.96896e-01,0.56,0.16,0.76,0.36
9.96928e-01,0.56,0.8,0.76,1
9.96960e-01,0.64,0.48,0.76,0.68
9.96992e-01,0.56,0.64,0.76,0.92
9.97024e-01,0.56,0.48,0.84,0.68
9.97056e-01,0.56,0.64,0.76,0.92
9.97088e-01,0.56,0.08,0.76,0.36
9.97120e-01,0.56,0.8,0.76,1
9.97152e-01,0.56,0.48,0.76,0.68
9.97184e-01,0.56,0.64,0.76,0.92
9.97216e-01,0.56,0.48,0.76,0.68
9.97248e-01,0.48,0.64,0.84,0.92
9.97280e-01,0.56,0.08,0.84,0.36
9.97312e-01,0.56,0.8,0.76,1
9.97344e-01,0.56,0.4,0.76,0.68
9.97376e-01,0.56,0.72,0.76,0.92
9.97408e-01,0.56,0.16,0.76,0.36
9.97440e-01,0.56,0.8,0.76,1
9.97472e-01,0.56,0.48,0.76,0.68
9.97504e-01,0.56,0.64,0.76,0.92
9.97536e-01,0.56,0.48,0.76,0.68
9.97568e-01,0.56,0.64,0.76,0.92
9.97600e-01,0.56,0.16,0.76,0.36
9.97632e-01,0.56,0.8,0.76,1
9.97664e-01,0.56,0.48,0.76,0.68
9.97696e-01,0.56,0.64,0.76,0.92
9.97728e-01,0.56,0.48,0.76,0.68
9.97760e-01,0.56,0.64,0.76,0.92
9.97792e-01,0.56,0.16,0.84,0.36
9.97824e-01,0.56,0.72,0.76,1
9.97856e-01,0.56,0.4,0.76,0.68
9.97888e-01,0.56,0.72,0.76,0.92
9.97920e-01,0.56,0.48,0.76,0.68
9.97952e-01,0.56,0.64,0.76,0.92
9.97984e-01,0.56,0.08,0.76,0.36
9.98016e-01,0.56,0.8,0.76,1
9.98048e-01,0.56,0.48,0.76,0.68
9.98080e-01,0.56,0.64,0.68,0.92
9.98112e-01,0.56,0.08,0.76,0.36
9.98144e-01,0.56,0.8,0.76,1
9.98176e-01,0.56,0.48,0.76,0.68
9.98208e-01,0.48,0.64,0.76,0.92
9.98240e-01,0.56,0.48,0.76,0.68
9.98272e-01,0.56,0.64,0.76,0.92
9.98304e-01,0.56,0.08,0.76,0.36
9.98336e-01,0.56,0.8,0.76,1
9.98368e-01,0.56,0.4,0.76,0.68
9.98400e-01,0.56,0.72,0.76,0.92
9.98432e-01,0.56,0.48,0.76,0.68
9.98464e-01,0.56,0.64,0.76,0.92
9.98496e-01,0.56,0.16,0.76,0.36
9.98528e-01,0.56,0.72,0.76,1
9.98560e-01,0.56,0.48,0.76,0.68
9.98592e-01,0.56,0.64,0.76,0.92
9.98624e-01,0.56,0.48,0.76,0.68
9.98656e-01,0.56,0.72,0.76,0.92
9.98688e-01,0.56,0.16,0.76,0.36
9.98720e-01,0.56,0.8,0.76,1
9.98752e-01,0.56,0.48,0.76,0.68
9.98784e-01,0.64,0.64,0.76,0.92
9.98816e-01,0.56,0.08,0.76,0.36
9.98848e-01,0.56,0.8,0.84,1
9.98880e-01,0.56,0.48,0.76,0.68
9.98912e-01,0.56,0.64,0.76,0.92
9.98944e-01,0.56,0.48,0.76,0.68
9.98976e-01,0.56,0.64,0.76,0.92
9.99008e-01,0.56,0.08,0.76,0.36
9.99040e-01,0.48,0.8,0.76,1
9.99072e-01,0.56,0.48,0.76,0.68
9.99104e-01,0.56,0.64,0.76,0.92
9.99136e-01,0.48,0.48,0.76,0.68
9.99168e-01,0.56,0.72,0.76,0.92
9.99200e-01,0.56,0.16,0.76,0.36
9.99232e-01,0.56,0.8,0.76,1
9.99264e-01,0.56,0.48,0.76,0.68
9.99296e-01,0.56,0.64,0.84,0.92
9.99328e-01,0.56,0.48,0.76,0.68
9.99360e-01,0.56,0.64,0.76,0.92
9.99392e-01,0.56,0.16,0.76,0.36
9.99424e-01,0.56,0.72,0.76,1
